id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
142037,2013,3,7,956.0,956,0.0,1225.0,1240,-15.0,B6,197,N552JB,JFK,LAS,306.0,2248,9,56,2013-03-07 09:00:00,JetBlue Airways
154831,2013,3,20,2052.0,2100,-8.0,2203.0,2215,-12.0,US,2191,N767UW,LGA,DCA,42.0,214,21,0,2013-03-20 21:00:00,US Airways Inc.
328484,2013,9,22,812.0,817,-5.0,1104.0,1127,-23.0,B6,929,N583JB,JFK,RSW,153.0,1074,8,17,2013-09-22 08:00:00,JetBlue Airways
189045,2013,4,26,856.0,900,-4.0,1223.0,1203,20.0,DL,1885,N340NW,LGA,MCO,156.0,950,9,0,2013-04-26 09:00:00,Delta Air Lines Inc.
218044,2013,5,27,1759.0,1800,-1.0,1940.0,1935,5.0,WN,504,N941WN,EWR,MDW,112.0,711,18,0,2013-05-27 18:00:00,Southwest Airlines Co.
177688,2013,4,14,1155.0,1200,-5.0,1511.0,1505,6.0,AA,3,N323AA,JFK,LAX,349.0,2475,12,0,2013-04-14 12:00:00,American Airlines Inc.
136567,2013,3,1,1056.0,1059,-3.0,1325.0,1337,-12.0,DL,1647,N616DL,LGA,ATL,117.0,762,10,59,2013-03-01 10:00:00,Delta Air Lines Inc.
11555,2013,1,14,955.0,1000,-5.0,1258.0,1310,-12.0,UA,789,N426UA,EWR,FLL,162.0,1065,10,0,2013-01-14 10:00:00,United Air Lines Inc.
172057,2013,4,8,1155.0,1200,-5.0,1312.0,1311,1.0,US,2173,N757UW,LGA,DCA,45.0,214,12,0,2013-04-08 12:00:00,US Airways Inc.
132931,2013,2,25,1440.0,1445,-5.0,1619.0,1647,-28.0,US,1445,N554UW,LGA,CLT,79.0,544,14,45,2013-02-25 14:00:00,US Airways Inc.
145539,2013,3,11,712.0,715,-3.0,1020.0,1045,-25.0,AA,443,N5BTAA,JFK,MIA,151.0,1089,7,15,2013-03-11 07:00:00,American Airlines Inc.
260232,2013,7,11,1559.0,1600,-1.0,1831.0,1844,-13.0,DL,847,N916DL,LGA,ATL,108.0,762,16,0,2013-07-11 16:00:00,Delta Air Lines Inc.
180835,2013,4,17,1541.0,1545,-4.0,1759.0,1803,-4.0,DL,1942,N359NB,EWR,ATL,108.0,746,15,45,2013-04-17 15:00:00,Delta Air Lines Inc.
125405,2013,2,17,937.0,940,-3.0,1105.0,1110,-5.0,WN,376,N709SW,LGA,BNA,109.0,764,9,40,2013-02-17 09:00:00,Southwest Airlines Co.
158212,2013,3,24,1654.0,1704,-10.0,1859.0,1926,-27.0,UA,509,N592UA,LGA,DEN,218.0,1620,17,4,2013-03-24 17:00:00,United Air Lines Inc.
19870,2013,1,23,1901.0,1905,-4.0,2206.0,2225,-19.0,AA,21,N339AA,JFK,LAX,341.0,2475,19,5,2013-01-23 19:00:00,American Airlines Inc.
310250,2013,9,2,1119.0,1125,-6.0,1232.0,1300,-28.0,WN,1517,N727SW,LGA,BNA,112.0,764,11,25,2013-09-02 11:00:00,Southwest Airlines Co.
27593,2013,10,1,1526.0,1530,-4.0,1832.0,1853,-21.0,DL,424,N191DN,JFK,LAX,312.0,2475,15,30,2013-10-01 15:00:00,Delta Air Lines Inc.
320605,2013,9,13,1259.0,1259,0.0,1532.0,1501,31.0,US,1895,N189UW,LGA,CLT,92.0,544,12,59,2013-09-13 12:00:00,US Airways Inc.
164364,2013,3,31,910.0,915,-5.0,1258.0,1316,-18.0,DL,301,N3758Y,JFK,SJU,208.0,1598,9,15,2013-03-31 09:00:00,Delta Air Lines Inc.
221366,2013,5,31,755.0,759,-4.0,1019.0,1028,-9.0,DL,2047,N690DL,LGA,ATL,109.0,762,7,59,2013-05-31 07:00:00,Delta Air Lines Inc.
15412,2013,1,18,1440.0,1444,-4.0,1734.0,1745,-11.0,B6,141,N705JB,JFK,PBI,157.0,1028,14,44,2013-01-18 14:00:00,JetBlue Airways
313393,2013,9,5,1607.0,1614,-7.0,1704.0,1734,-30.0,UA,568,N451UA,EWR,BOS,33.0,200,16,14,2013-09-05 16:00:00,United Air Lines Inc.
149861,2013,3,15,1505.0,1505,0.0,1705.0,1654,11.0,EV,3821,N14993,EWR,STL,140.0,872,15,5,2013-03-15 15:00:00,ExpressJet Airlines Inc.
29054,2013,10,3,722.0,730,-8.0,1104.0,1124,-20.0,B6,1289,N563JB,EWR,SJU,194.0,1608,7,30,2013-10-03 07:00:00,JetBlue Airways
47886,2013,10,23,1154.0,1159,-5.0,1522.0,1514,8.0,AA,1256,N3DVAA,LGA,MIA,160.0,1096,11,59,2013-10-23 11:00:00,American Airlines Inc.
69861,2013,11,15,2148.0,2150,-2.0,26.0,36,-10.0,B6,1183,N623JB,JFK,MCO,142.0,944,21,50,2013-11-15 21:00:00,JetBlue Airways
53853,2013,10,29,1858.0,1900,-2.0,2131.0,2134,-3.0,DL,947,N908DE,LGA,ATL,114.0,762,19,0,2013-10-29 19:00:00,Delta Air Lines Inc.
246196,2013,6,26,1341.0,1345,-4.0,1626.0,1645,-19.0,AA,117,N328AA,JFK,LAX,310.0,2475,13,45,2013-06-26 13:00:00,American Airlines Inc.
172096,2013,4,8,1255.0,1300,-5.0,1404.0,1404,0.0,EV,4129,N11119,EWR,DCA,39.0,199,13,0,2013-04-08 13:00:00,ExpressJet Airlines Inc.
47237,2013,10,22,1712.0,1714,-2.0,1817.0,1839,-22.0,B6,918,N318JB,JFK,BOS,41.0,187,17,14,2013-10-22 17:00:00,JetBlue Airways
271786,2013,7,23,1758.0,1800,-2.0,2232.0,2130,62.0,B6,415,N805JB,JFK,SFO,348.0,2586,18,0,2013-07-23 18:00:00,JetBlue Airways
110140,2013,12,30,1543.0,1545,-2.0,1907.0,1905,2.0,AA,1156,N3FDAA,LGA,DFW,229.0,1389,15,45,2013-12-30 15:00:00,American Airlines Inc.
7820,2013,1,9,1957.0,2000,-3.0,2232.0,2243,-11.0,DL,1147,N675DL,LGA,ATL,121.0,762,20,0,2013-01-09 20:00:00,Delta Air Lines Inc.
230980,2013,6,10,1543.0,1545,-2.0,1950.0,2005,-15.0,DL,4,N3759,JFK,SJU,208.0,1598,15,45,2013-06-10 15:00:00,Delta Air Lines Inc.
279570,2013,7,31,1700.0,1705,-5.0,1940.0,2020,-40.0,AA,1999,N3EEAA,EWR,MIA,135.0,1085,17,5,2013-07-31 17:00:00,American Airlines Inc.
14562,2013,1,17,1547.0,1550,-3.0,1706.0,1710,-4.0,WN,4215,N642WN,EWR,MDW,123.0,711,15,50,2013-01-17 15:00:00,Southwest Airlines Co.
81834,2013,11,29,1122.0,1125,-3.0,1233.0,1243,-10.0,EV,4214,N11535,EWR,BUF,54.0,282,11,25,2013-11-29 11:00:00,ExpressJet Airlines Inc.
136347,2013,3,1,658.0,659,-1.0,1025.0,959,26.0,AA,1815,N5FSAA,JFK,MCO,165.0,944,6,59,2013-03-01 06:00:00,American Airlines Inc.
122683,2013,2,14,726.0,730,-4.0,1036.0,1040,-4.0,AA,2083,N488AA,EWR,DFW,204.0,1372,7,30,2013-02-14 07:00:00,American Airlines Inc.
336068,2013,9,30,946.0,1000,-14.0,1111.0,1115,-4.0,US,2142,N953UW,LGA,BOS,33.0,184,10,0,2013-09-30 10:00:00,US Airways Inc.
115970,2013,2,6,1329.0,1330,-1.0,1619.0,1640,-21.0,AA,753,N3BKAA,LGA,DFW,206.0,1389,13,30,2013-02-06 13:00:00,American Airlines Inc.
68759,2013,11,14,1923.0,1929,-6.0,2227.0,2249,-22.0,AA,235,N3HSAA,JFK,SEA,337.0,2422,19,29,2013-11-14 19:00:00,American Airlines Inc.
62930,2013,11,8,1457.0,1500,-3.0,1745.0,1755,-10.0,AA,2285,N5FPAA,JFK,MCO,134.0,944,15,0,2013-11-08 15:00:00,American Airlines Inc.
174262,2013,4,10,1602.0,1605,-3.0,1859.0,1852,7.0,DL,539,N382DA,JFK,DEN,232.0,1626,16,5,2013-04-10 16:00:00,Delta Air Lines Inc.
87316,2013,12,5,859.0,900,-1.0,1228.0,1206,22.0,B6,1701,N637JB,JFK,FLL,155.0,1069,9,0,2013-12-05 09:00:00,JetBlue Airways
8930,2013,1,11,659.0,700,-1.0,844.0,836,8.0,UA,1162,N35271,EWR,ORD,128.0,719,7,0,2013-01-11 07:00:00,United Air Lines Inc.
225894,2013,6,5,650.0,655,-5.0,913.0,906,7.0,US,334,N650AW,EWR,PHX,298.0,2133,6,55,2013-06-05 06:00:00,US Airways Inc.
38675,2013,10,13,1557.0,1600,-3.0,1842.0,1847,-5.0,B6,543,N527JB,EWR,PBI,132.0,1023,16,0,2013-10-13 16:00:00,JetBlue Airways
323861,2013,9,17,720.0,720,0.0,820.0,845,-25.0,WN,1705,N237WN,EWR,BNA,102.0,748,7,20,2013-09-17 07:00:00,Southwest Airlines Co.
14468,2013,1,17,1412.0,1418,-6.0,1544.0,1553,-9.0,UA,1734,N24706,EWR,ORD,137.0,719,14,18,2013-01-17 14:00:00,United Air Lines Inc.
141490,2013,3,6,1913.0,1915,-2.0,2158.0,2208,-10.0,B6,155,N568JB,JFK,MCO,123.0,944,19,15,2013-03-06 19:00:00,JetBlue Airways
281462,2013,8,2,1552.0,1600,-8.0,1650.0,1718,-28.0,US,2154,N958UW,LGA,BOS,39.0,184,16,0,2013-08-02 16:00:00,US Airways Inc.
157135,2013,3,23,1122.0,1125,-3.0,1243.0,1305,-22.0,AA,327,N3FHAA,LGA,ORD,120.0,733,11,25,2013-03-23 11:00:00,American Airlines Inc.
127825,2013,2,19,1957.0,2000,-3.0,2240.0,2308,-28.0,UA,1241,N38268,EWR,TPA,152.0,997,20,0,2013-02-19 20:00:00,United Air Lines Inc.
179941,2013,4,16,1727.0,1735,-8.0,1950.0,2003,-13.0,DL,884,N347NW,LGA,DEN,235.0,1620,17,35,2013-04-16 17:00:00,Delta Air Lines Inc.
53861,2013,10,29,1908.0,1911,-3.0,2103.0,2110,-7.0,EV,5909,N13913,EWR,CLT,83.0,529,19,11,2013-10-29 19:00:00,ExpressJet Airlines Inc.
160044,2013,3,26,1454.0,1500,-6.0,1827.0,1825,2.0,AA,1925,N3KAAA,LGA,MIA,167.0,1096,15,0,2013-03-26 15:00:00,American Airlines Inc.
29620,2013,10,3,1652.0,1700,-8.0,1823.0,1817,6.0,US,2189,N754UW,LGA,DCA,45.0,214,17,0,2013-10-03 17:00:00,US Airways Inc.
21453,2013,1,25,1514.0,1515,-1.0,1752.0,1805,-13.0,UA,1502,N76054,EWR,IAH,198.0,1400,15,15,2013-01-25 15:00:00,United Air Lines Inc.
193244,2013,4,30,1844.0,1850,-6.0,1945.0,2035,-50.0,AA,359,N466AA,LGA,ORD,103.0,733,18,50,2013-04-30 18:00:00,American Airlines Inc.
303888,2013,8,26,845.0,850,-5.0,1006.0,1030,-24.0,AA,313,N4XDAA,LGA,ORD,103.0,733,8,50,2013-08-26 08:00:00,American Airlines Inc.
264096,2013,7,15,1658.0,1659,-1.0,1804.0,1825,-21.0,UA,248,N802UA,EWR,BOS,35.0,200,16,59,2013-07-15 16:00:00,United Air Lines Inc.
288861,2013,8,10,1013.0,1019,-6.0,1156.0,1204,-8.0,US,855,N444US,EWR,CLT,78.0,529,10,19,2013-08-10 10:00:00,US Airways Inc.
333395,2013,9,27,827.0,829,-2.0,1119.0,1139,-20.0,AA,2267,N3DDAA,LGA,MIA,142.0,1096,8,29,2013-09-27 08:00:00,American Airlines Inc.
251741,2013,7,2,1058.0,1100,-2.0,1204.0,1213,-9.0,US,2171,N752US,LGA,DCA,42.0,214,11,0,2013-07-02 11:00:00,US Airways Inc.
120096,2013,2,11,956.0,1000,-4.0,1239.0,1239,0.0,DL,1847,N674DL,LGA,ATL,124.0,762,10,0,2013-02-11 10:00:00,Delta Air Lines Inc.
219736,2013,5,29,1356.0,1401,-5.0,1511.0,1515,-4.0,B6,1002,N351JB,JFK,BOS,40.0,187,14,1,2013-05-29 14:00:00,JetBlue Airways
33098,2013,10,7,1528.0,1530,-2.0,1917.0,1853,24.0,DL,424,N187DN,JFK,LAX,334.0,2475,15,30,2013-10-07 15:00:00,Delta Air Lines Inc.
230187,2013,6,9,1754.0,1754,0.0,1914.0,1945,-31.0,UA,708,N558UA,EWR,ORD,111.0,719,17,54,2013-06-09 17:00:00,United Air Lines Inc.
84443,2013,12,2,959.0,1001,-2.0,1254.0,1307,-13.0,UA,1183,N87507,EWR,RSW,160.0,1068,10,1,2013-12-02 10:00:00,United Air Lines Inc.
179489,2013,4,16,835.0,840,-5.0,1153.0,1147,6.0,UA,1626,N76529,EWR,SAN,345.0,2425,8,40,2013-04-16 08:00:00,United Air Lines Inc.
234984,2013,6,14,1624.0,1629,-5.0,1956.0,1929,27.0,B6,9,N715JB,JFK,MCO,129.0,944,16,29,2013-06-14 16:00:00,JetBlue Airways
273287,2013,7,25,751.0,800,-9.0,1008.0,1016,-8.0,DL,2457,N336NB,LGA,MSY,163.0,1183,8,0,2013-07-25 08:00:00,Delta Air Lines Inc.
39642,2013,10,14,1542.0,1545,-3.0,1803.0,1819,-16.0,DL,843,N3737C,JFK,ATL,105.0,760,15,45,2013-10-14 15:00:00,Delta Air Lines Inc.
169258,2013,4,5,914.0,920,-6.0,1143.0,1225,-42.0,AA,1739,N4XVAA,EWR,DFW,180.0,1372,9,20,2013-04-05 09:00:00,American Airlines Inc.
164220,2013,3,31,630.0,640,-10.0,922.0,922,0.0,B6,983,N566JB,LGA,TPA,147.0,1010,6,40,2013-03-31 06:00:00,JetBlue Airways
12257,2013,1,15,624.0,627,-3.0,923.0,931,-8.0,UA,1627,N15712,EWR,PBI,151.0,1023,6,27,2013-01-15 06:00:00,United Air Lines Inc.
232535,2013,6,12,749.0,755,-6.0,1053.0,1057,-4.0,DL,2395,N900DE,LGA,PBI,159.0,1035,7,55,2013-06-12 07:00:00,Delta Air Lines Inc.
31226,2013,10,5,1142.0,1145,-3.0,1431.0,1450,-19.0,AA,1623,N3JUAA,EWR,MIA,137.0,1085,11,45,2013-10-05 11:00:00,American Airlines Inc.
42039,2013,10,17,655.0,700,-5.0,956.0,1003,-7.0,B6,23,N537JB,JFK,LAX,334.0,2475,7,0,2013-10-17 07:00:00,JetBlue Airways
296394,2013,8,18,1055.0,1100,-5.0,1201.0,1235,-34.0,WN,51,N249WN,LGA,MDW,111.0,725,11,0,2013-08-18 11:00:00,Southwest Airlines Co.
302833,2013,8,25,720.0,720,0.0,811.0,845,-34.0,WN,1705,N956WN,EWR,BNA,92.0,748,7,20,2013-08-25 07:00:00,Southwest Airlines Co.
301583,2013,8,23,1538.0,1541,-3.0,1728.0,1751,-23.0,EV,4667,N14186,EWR,MSP,145.0,1008,15,41,2013-08-23 15:00:00,ExpressJet Airlines Inc.
13632,2013,1,16,1600.0,1600,0.0,1845.0,1850,-5.0,DL,1331,N3754A,JFK,DEN,251.0,1626,16,0,2013-01-16 16:00:00,Delta Air Lines Inc.
84862,2013,12,2,1713.0,1715,-2.0,1856.0,1915,-19.0,AA,199,N3FWAA,JFK,ORD,120.0,740,17,15,2013-12-02 17:00:00,American Airlines Inc.
78721,2013,11,25,1654.0,1704,-10.0,2006.0,2006,0.0,UA,237,N837UA,EWR,DFW,218.0,1372,17,4,2013-11-25 17:00:00,United Air Lines Inc.
60111,2013,11,5,1634.0,1642,-8.0,1918.0,1915,3.0,EV,4705,N14905,EWR,ATL,127.0,746,16,42,2013-11-05 16:00:00,ExpressJet Airlines Inc.
80063,2013,11,27,646.0,650,-4.0,756.0,759,-3.0,B6,318,N197JB,JFK,BOS,40.0,187,6,50,2013-11-27 06:00:00,JetBlue Airways
192048,2013,4,29,1543.0,1545,-2.0,1844.0,1917,-33.0,DL,1043,N190DN,JFK,SEA,331.0,2422,15,45,2013-04-29 15:00:00,Delta Air Lines Inc.
330851,2013,9,24,1534.0,1535,-1.0,1741.0,1750,-9.0,WN,1873,N255WN,EWR,DEN,217.0,1605,15,35,2013-09-24 15:00:00,Southwest Airlines Co.
284924,2013,8,6,1024.0,1025,-1.0,1210.0,1205,5.0,AA,325,N3DBAA,LGA,ORD,114.0,733,10,25,2013-08-06 10:00:00,American Airlines Inc.
73935,2013,11,20,1356.0,1359,-3.0,1653.0,1632,21.0,DL,2247,N983DL,LGA,ATL,111.0,762,13,59,2013-11-20 13:00:00,Delta Air Lines Inc.
134486,2013,2,27,812.0,816,-4.0,1057.0,1142,-45.0,UA,1223,N37281,EWR,LAX,305.0,2454,8,16,2013-02-27 08:00:00,United Air Lines Inc.
124975,2013,2,16,1611.0,1615,-4.0,1927.0,1915,12.0,UA,414,N479UA,EWR,PBI,179.0,1023,16,15,2013-02-16 16:00:00,United Air Lines Inc.
309118,2013,8,31,1859.0,1900,-1.0,2218.0,2216,2.0,DL,1643,N624AG,JFK,SEA,330.0,2422,19,0,2013-08-31 19:00:00,Delta Air Lines Inc.
267621,2013,7,19,836.0,840,-4.0,1127.0,1143,-16.0,UA,367,N523UA,EWR,SFO,313.0,2565,8,40,2013-07-19 08:00:00,United Air Lines Inc.
132212,2013,2,24,1755.0,1800,-5.0,1922.0,1913,9.0,US,2138,N957UW,LGA,BOS,44.0,184,18,0,2013-02-24 18:00:00,US Airways Inc.
2861,2013,1,4,810.0,815,-5.0,1004.0,1016,-12.0,US,675,N649AW,EWR,CLT,85.0,529,8,15,2013-01-04 08:00:00,US Airways Inc.
129048,2013,2,21,758.0,800,-2.0,954.0,1000,-6.0,B6,219,N206JB,JFK,CLT,84.0,541,8,0,2013-02-21 08:00:00,JetBlue Airways
138199,2013,3,3,951.0,959,-8.0,1108.0,1124,-16.0,EV,5736,N836AS,LGA,IAD,46.0,229,9,59,2013-03-03 09:00:00,ExpressJet Airlines Inc.
102101,2013,12,21,1158.0,1200,-2.0,1505.0,1523,-18.0,DL,423,N187DN,JFK,LAX,340.0,2475,12,0,2013-12-21 12:00:00,Delta Air Lines Inc.
63139,2013,11,8,1806.0,1810,-4.0,2037.0,2021,16.0,DL,2019,N904DA,LGA,MSP,163.0,1020,18,10,2013-11-08 18:00:00,Delta Air Lines Inc.
6163,2013,1,8,643.0,645,-2.0,818.0,808,10.0,B6,102,N608JB,JFK,BUF,56.0,301,6,45,2013-01-08 06:00:00,JetBlue Airways
206387,2013,5,14,2123.0,2129,-6.0,2306.0,2356,-50.0,UA,849,N843UA,EWR,MSY,148.0,1167,21,29,2013-05-14 21:00:00,United Air Lines Inc.
222902,2013,6,1,1943.0,1945,-2.0,2216.0,2224,-8.0,DL,245,N3743H,JFK,PHX,272.0,2153,19,45,2013-06-01 19:00:00,Delta Air Lines Inc.
24522,2013,1,29,918.0,920,-2.0,1243.0,1233,10.0,UA,405,N528UA,EWR,LAX,341.0,2454,9,20,2013-01-29 09:00:00,United Air Lines Inc.
233453,2013,6,13,630.0,630,0.0,825.0,829,-4.0,EV,4471,N12166,EWR,CLT,82.0,529,6,30,2013-06-13 06:00:00,ExpressJet Airlines Inc.
41771,2013,10,16,1827.0,1830,-3.0,2049.0,2112,-23.0,B6,711,N529JB,JFK,LAS,300.0,2248,18,30,2013-10-16 18:00:00,JetBlue Airways
119141,2013,2,10,903.0,910,-7.0,1139.0,1147,-8.0,EV,4140,N18556,EWR,ATL,115.0,746,9,10,2013-02-10 09:00:00,ExpressJet Airlines Inc.
210124,2013,5,19,605.0,610,-5.0,752.0,809,-17.0,DL,1919,N974DL,LGA,MSP,142.0,1020,6,10,2013-05-19 06:00:00,Delta Air Lines Inc.
157176,2013,3,23,1211.0,1219,-8.0,1312.0,1327,-15.0,EV,5921,N17984,EWR,BOS,39.0,200,12,19,2013-03-23 12:00:00,ExpressJet Airlines Inc.
156441,2013,3,22,1530.0,1535,-5.0,1837.0,1850,-13.0,AA,763,N3CAAA,LGA,DFW,220.0,1389,15,35,2013-03-22 15:00:00,American Airlines Inc.
67608,2013,11,13,1650.0,1655,-5.0,1902.0,1920,-18.0,EV,4328,N11107,EWR,MSY,168.0,1167,16,55,2013-11-13 16:00:00,ExpressJet Airlines Inc.
243154,2013,6,23,1200.0,1200,0.0,1301.0,1310,-9.0,WN,654,N906WN,EWR,MDW,96.0,711,12,0,2013-06-23 12:00:00,Southwest Airlines Co.
35536,2013,10,10,642.0,645,-3.0,932.0,937,-5.0,B6,453,N623JB,JFK,PBI,137.0,1028,6,45,2013-10-10 06:00:00,JetBlue Airways
48516,2013,10,24,624.0,630,-6.0,931.0,922,9.0,UA,797,N502UA,JFK,LAX,332.0,2475,6,30,2013-10-24 06:00:00,United Air Lines Inc.
335774,2013,9,29,2254.0,2255,-1.0,2356.0,2358,-2.0,B6,718,N585JB,JFK,BOS,40.0,187,22,55,2013-09-29 22:00:00,JetBlue Airways
860,2013,1,2,559.0,601,-2.0,809.0,901,-52.0,UA,402,N484UA,EWR,LAS,289.0,2227,6,1,2013-01-02 06:00:00,United Air Lines Inc.
289429,2013,8,11,556.0,600,-4.0,801.0,824,-23.0,DL,461,N372NW,LGA,ATL,103.0,762,6,0,2013-08-11 06:00:00,Delta Air Lines Inc.
106102,2013,12,26,809.0,810,-1.0,1136.0,1044,52.0,DL,665,N315US,LGA,DEN,240.0,1620,8,10,2013-12-26 08:00:00,Delta Air Lines Inc.
87205,2013,12,5,729.0,730,-1.0,1203.0,1220,-17.0,B6,1289,N648JB,EWR,SJU,185.0,1608,7,30,2013-12-05 07:00:00,JetBlue Airways
144948,2013,3,10,1427.0,1427,0.0,1604.0,1626,-22.0,EV,4975,N600QX,EWR,MSP,145.0,1008,14,27,2013-03-10 14:00:00,ExpressJet Airlines Inc.
113529,2013,2,3,1822.0,1826,-4.0,2052.0,2132,-40.0,UA,1269,N17730,EWR,PBI,136.0,1023,18,26,2013-02-03 18:00:00,United Air Lines Inc.
228114,2013,6,7,1151.0,1154,-3.0,1343.0,1400,-17.0,UA,1625,N37456,EWR,DEN,209.0,1605,11,54,2013-06-07 11:00:00,United Air Lines Inc.
62750,2013,11,8,1150.0,1155,-5.0,1418.0,1425,-7.0,UA,586,N847UA,EWR,DEN,237.0,1605,11,55,2013-11-08 11:00:00,United Air Lines Inc.
105492,2013,12,25,1214.0,1215,-1.0,1341.0,1346,-5.0,UA,544,N832UA,LGA,ORD,123.0,733,12,15,2013-12-25 12:00:00,United Air Lines Inc.
324106,2013,9,17,1114.0,1118,-4.0,1333.0,1342,-9.0,UA,1195,N77520,LGA,DEN,216.0,1620,11,18,2013-09-17 11:00:00,United Air Lines Inc.
123219,2013,2,14,1652.0,1653,-1.0,2102.0,2012,50.0,UA,80,N72405,EWR,MIA,203.0,1085,16,53,2013-02-14 16:00:00,United Air Lines Inc.
82720,2013,11,30,1406.0,1410,-4.0,1613.0,1616,-3.0,B6,1373,N190JB,JFK,CHS,97.0,636,14,10,2013-11-30 14:00:00,JetBlue Airways
276493,2013,7,28,1540.0,1545,-5.0,1823.0,1806,17.0,DL,1942,N309DE,EWR,ATL,114.0,746,15,45,2013-07-28 15:00:00,Delta Air Lines Inc.
123489,2013,2,14,2142.0,2155,-13.0,52.0,48,4.0,B6,515,N231JB,EWR,FLL,171.0,1065,21,55,2013-02-14 21:00:00,JetBlue Airways
180433,2013,4,17,818.0,825,-7.0,1155.0,1152,3.0,UA,397,N560UA,JFK,SFO,362.0,2586,8,25,2013-04-17 08:00:00,United Air Lines Inc.
304933,2013,8,27,1009.0,1019,-10.0,1156.0,1207,-11.0,US,855,N181UW,EWR,CLT,78.0,529,10,19,2013-08-27 10:00:00,US Airways Inc.
284233,2013,8,5,1553.0,1555,-2.0,1841.0,1904,-23.0,DL,2459,N380DA,JFK,MCO,120.0,944,15,55,2013-08-05 15:00:00,Delta Air Lines Inc.
278079,2013,7,30,825.0,830,-5.0,1027.0,1028,-1.0,EV,4297,N16911,EWR,DTW,84.0,488,8,30,2013-07-30 08:00:00,ExpressJet Airlines Inc.
278877,2013,7,31,459.0,500,-1.0,633.0,640,-7.0,US,1431,N563UW,EWR,CLT,75.0,529,5,0,2013-07-31 05:00:00,US Airways Inc.
170826,2013,4,7,659.0,700,-1.0,955.0,1009,-14.0,DL,2003,N963DL,LGA,MIA,151.0,1096,7,0,2013-04-07 07:00:00,Delta Air Lines Inc.
307795,2013,8,30,900.0,901,-1.0,1006.0,1014,-8.0,B6,1634,N183JB,JFK,BTV,49.0,266,9,1,2013-08-30 09:00:00,JetBlue Airways
326191,2013,9,19,1424.0,1428,-4.0,1532.0,1548,-16.0,EV,5712,N909EV,JFK,IAD,42.0,228,14,28,2013-09-19 14:00:00,ExpressJet Airlines Inc.
234570,2013,6,14,850.0,853,-3.0,1058.0,1111,-13.0,UA,1643,N18119,EWR,DEN,218.0,1605,8,53,2013-06-14 08:00:00,United Air Lines Inc.
230228,2013,6,9,1833.0,1829,4.0,2035.0,2035,0.0,DL,2131,N907DL,LGA,DTW,90.0,502,18,29,2013-06-09 18:00:00,Delta Air Lines Inc.
172895,2013,4,9,916.0,905,11.0,1023.0,1019,4.0,B6,56,N197JB,JFK,BTV,52.0,266,9,5,2013-04-09 09:00:00,JetBlue Airways
332633,2013,9,26,1253.0,1244,9.0,1527.0,1539,-12.0,B6,505,N656JB,EWR,FLL,138.0,1065,12,44,2013-09-26 12:00:00,JetBlue Airways
4294,2013,1,5,2047.0,2045,2.0,4.0,2359,5.0,B6,147,N536JB,JFK,RSW,178.0,1074,20,45,2013-01-05 20:00:00,JetBlue Airways
290119,2013,8,11,1811.0,1805,6.0,2031.0,2040,-9.0,DL,569,N3763D,JFK,ATL,109.0,760,18,5,2013-08-11 18:00:00,Delta Air Lines Inc.
293292,2013,8,14,2128.0,2116,12.0,2344.0,2249,55.0,B6,702,N294JB,JFK,BUF,55.0,301,21,16,2013-08-14 21:00:00,JetBlue Airways
297904,2013,8,19,1943.0,1930,13.0,2209.0,2241,-32.0,UA,1439,N39297,EWR,LAX,301.0,2454,19,30,2013-08-19 19:00:00,United Air Lines Inc.
61562,2013,11,7,816.0,805,11.0,1112.0,1104,8.0,DL,346,N654DL,JFK,TPA,148.0,1005,8,5,2013-11-07 08:00:00,Delta Air Lines Inc.
312013,2013,9,4,831.0,830,1.0,1029.0,1055,-26.0,UA,447,N404UA,EWR,PHX,261.0,2133,8,30,2013-09-04 08:00:00,United Air Lines Inc.
54631,2013,10,30,1608.0,1600,8.0,1838.0,1838,0.0,DL,847,N921DL,LGA,ATL,104.0,762,16,0,2013-10-30 16:00:00,Delta Air Lines Inc.
9097,2013,1,11,936.0,935,1.0,1219.0,1231,-12.0,B6,41,N635JB,JFK,MCO,133.0,944,9,35,2013-01-11 09:00:00,JetBlue Airways
66779,2013,11,12,1910.0,1855,15.0,2212.0,2150,22.0,B6,543,N705JB,EWR,PBI,157.0,1023,18,55,2013-11-12 18:00:00,JetBlue Airways
163574,2013,3,30,831.0,830,1.0,1148.0,1150,-2.0,UA,161,N75853,EWR,LAX,352.0,2454,8,30,2013-03-30 08:00:00,United Air Lines Inc.
332075,2013,9,25,1931.0,1930,1.0,2219.0,2250,-31.0,AA,235,N3JMAA,JFK,SEA,313.0,2422,19,30,2013-09-25 19:00:00,American Airlines Inc.
229422,2013,6,8,1923.0,1910,13.0,2140.0,2148,-8.0,DL,2457,N378NW,JFK,MSY,165.0,1182,19,10,2013-06-08 19:00:00,Delta Air Lines Inc.
232155,2013,6,11,1825.0,1800,25.0,1940.0,1947,-7.0,UA,691,N813UA,LGA,ORD,117.0,733,18,0,2013-06-11 18:00:00,United Air Lines Inc.
329534,2013,9,23,922.0,900,22.0,1215.0,1208,7.0,B6,5,N625JB,EWR,FLL,143.0,1065,9,0,2013-09-23 09:00:00,JetBlue Airways
